ИД;Название организации
6298;ИП Тимофеев
6299;Уренгойдорстрой
6300;ИП Павлюхин Р.А.
6301;ЛИККОР
6302;Белоярская атомная станция
6303;Мончегорские теплосети
6304;Платова Н.Ю.
6305;Северная Двина-СПГ 
6306;Чебоксарский арматурный завод
6307;ОМЕГА Тольятти
6308;Иртыш Артматура
6309;НАРТЕКС
6310;Оперативная компания
6311;MAX OIL GROUP
6312;лг-автоматика
6313;КВАРК-ПРИВОД
6314;ПРИВОД 45 
6315;ТСК Альянс
6316;Электронный Эксперт 
6317;ЦЕНТР
6318;Коммунальник
6319;ПТИ
6320;ГАЗНЕФТЕХИММАШ
6321;PKInvest
6322;Теплодар
6323;Агромир 2011
6324;РН Снабжение
6325;ИП
6326;ПК ТАУБЕР
6327;Кашалот
6328;Механика
6329;Новиков Е.К.
6330;Келаст
6331;ТК НЕФТЕТАНК
6333;Энергопромсервис-Инжиниринг
6334;РН-Москва
6335;Флоу Тэк
6336;Эко-Сервис
6337;ФГУП «ЦИАМ им. П.И. Баранова»
6338;ГИДРОинжиниринг
6339;ФлоуТэк
6340;Линкс
6341;ТЕРМИНАЛ-СТРОЙ
6342;Таймырнефтегаз
6343;СРЗ «Нерпа»
6344;СибРМ
6345;Альянс
6346;Уралкалий
6347;МОСГАЗ
6348;ДНС Ачимовского м/р
6349;Пром-Тех Инновации
6350;ПК-РусНефтеХим
6351;УМП
6352;Волховский филиал Апатит
6353;ПАО «МСЗ»
6354;ТД Инженерные коммуникации
6355;СМУ-2014
6356;КИА СУРГУТ
6357;АЕОН Корпорейшн
6358;Марубени Корпорейшн
6359;Загорская ГАЭС
6360;Русэнерго 
6361;Флагман
6362;Евракон
6363;Сибтеплоком
6364;ВВТрейд
6365;ИП Скворцов Алексей Валерьевич
6366;СМК
6367;ГЛК-Транс
6368;ИП Журавлева Е.Ю.
6369;ИП Еремин Вадим Владимирович
6370;Гарвин Индастриал
6371;ЭлектроСетьИнвест
6372;Наволок
6373;ЭРКОН
6374;КИНЕФ
6375;Аплеона 
6376;Региональная логистика
6377;Сервис-Петролиум
6378;САРАТОВСНАБ
6379;Яковлевский ГОК
6380;ИП Сарухалов А.Ю.
6381;Компания Альфа-Крепеж
6382;Юго-Западная ТЭЦ
6383;ПАО «НК «Роснефть» - МЗ «Нефтепродукт»
6384;CибГипроБум
6385;Группа Илим филиал в Усть-Илимске
6386;Уралснаб2
6387;Ямалнефтегаз1
6388;ПКАквалайф
6389;Фонте Аква ПК
6391;"МУП ""Инженерные Сети Г.Долгопрудного"""
6392;Ацетилен (Гермес-газ)
6393;СпецМеталлГрупп
6394;ТД АВТОМАТИКА
6395;Новорослесэкспорт
6396;Промышленные изоляционные материалы
6397;Ремстройсервис
6398;Иркутское проектное бюро
6399;Белорецкий металлургический комбинат
6400;УРАЛТЕХСИСТЕМЫ
6401;Сибирский регион
6402;Промышленная Автоматизация
6403;Шатурская ГРЭС Юнипро
6404;КРОНГ
6405;Югра холдинг
6406;Иркутскэнерогпроект
6407;Жемчужина Дона
6408;ГеоСтройСистема г.Тюмень
6409;НК Нобель Ойл
6410;АНК Башнефть
6411;ЛУКОЙЛ-КНТ
6412;КХМ-Проект
6413;ТВЭЛ
6414;ПК ДЭЛФ
6415;Концессии водоснабжения
6416;СибГипроБум
6417;Б Графф-Электро
6418;Гос Статистика
6419;УГМК-Телеком
6420;Газпромнефть-Заполярье
6421;Уфимский завод Клапан
6422;ПО Кинеф
6423;ОМРЕГИОНСТРОЙ
6424;Сибспецавтоматика
6425;ЮГРА-СЕРВИС
6426;АМЕ Вакуум
6427;Объединенная арматурная компания
6428;Череповецкая ГРЭС
6429;Стройдеталь-Тепло
6430;Теплоэнергетик
6431;ВЭО
6432;Газпромнефть-Автоматизация
6433;Проф-С
6434;ВТ ГРУПП
6435;ИП Чебыкин
6436;ИП Чебыкин1
6437;ИП Чебыкин 11
6438;Бадыкшанов Артур Радикович
6439;Монтажремстрой
6440;филиал ИСО Красноярск
6441;GTD
6442;Култек
6443;Грузовое путешествие1
6444;Грузовых перевозок автомобильным транспортом
6445;Вода Родник
6446;СпецСтройМашина
6447;Оренбургоблгражданстрой
6448;Нефтегазкомплект1
6449;ШУ Обуховская
6450;БУЛАТ ТРЭЙД
6451;АЛЕНФАРМА
6452;Азовская судоверфь
6453;Атлантис-Пак
6454;Холдинг АБВ
6455;ТАНТК 
6456;Морской Зерновой Терминал
6457;Азовский морской порт
6458;Керхер
6459;Европолимер
6460;РусАгроМаркет
6461;СРРК
6462;ШУ Садкинское
6463;УК ИнтерСтрой
6464;Донуголь
6465;Южсталь
6466;Никохим
6467;НикоМаг
6468;Зиракс (Zirax)
6469;Южная угольная компания
6470;ГУ МВД России по Ростовской области
6471;Морской порт Геленджик
6472;Металлургический завод Балаково
6473;ГЛ-ДОСТАВКА
6474;Волгоградэнергонефть
6475;СибирьСпецТранс
6476;ПрофСтрой
6477;Связьмонтаж
6478;ГК Содружество
6479;Содружество Соя
6480;Калининградское УПХГ
6481;Калининграднефтепродукт
6482;Калининградская ТЭЦ-2
6483;Светлоровская ГРЭС(закрыто)
6484;Регазификационный центр 
6485;лукойл-комплексный нефтяной терминал
6486;Алко-Нафта
6487;Северснаб
6488;ПромСнабСибирь
6489;НПО Компрессор
6490;ИП Сапожникова
6491;ПАО «ОГК-2»-Киришская ГРЭС
6492;Департамент строительства
6493;Промпривод
6494;Протелюкс Лотос
6495;Зарубежнефть
6496;БОНУМ
6497;Металлургический Завод Петросталь
6498;Металлургический Завод Электросталь
6499;Морозовский Химический Завод
6500;Филиал Сириус в г.Новочеркасск
6501;ИП Дрегля Ольга Николаевна
6502;Гипрокислород
6503;Нерга
6504;Линде Акциенгезельшафт (А.Г.)
6505;ИТЦ Грэй
6506;Энергосберегающие технологии
6507;Новочеркасский завод Олеохимии
6508;Новочеркасский индустриальный парк
6509;сп скз казатомпром
6510;Сайфутдинов
6511;ТД Магистраль Сургут
6512;Сайфутдинов АН
6513;Криогаз-Калининград
6514;ЛС Инжиниринг
6515;РУСТ-95 Поволжье
6516;ТехноПрибор
6517;Велес-Трейд
6518;Химсталь
6519;Авантаж
6520;Компрессор Газ
6521;Аксуский ферросплавный заво
6522;Олимп
6523;К-Поташ Сервис
6524;Салаирский гок
6525;КМПИ
6526;АТОН Тюмень
6527;"Строительство склада ГСМ (ТЗК) ""Таганрог"""
6528;ГУ МВД по Краснодарскому краю
6529;ИФНС
6530;ИП Садекова
6531;Инмортерминал
6532;"ТОО ""KNRG"""
6533;Прегольская ТЭЦ 
6534;СТК
6535;Интертехстрой
6536;Калининград морской проектный институт
6537;Север Авто Ростов
6538;МИО-Электро
6539;нпц технология
6540;ТПК Энергоснаб
6541;ПСП-ЮГРА
6542;МАРС
6543;Первый инженер 
6545;ПАО «Выборгский судостроительный завод»
6546;Институт Теплоэлектропроект
6547;Фокин А.Ф.
6548;Ушакова Ирина Ивановна
6549;Новатэк-Усть-Луга
6550;    Oil & Gas Systems Scandinavian AB, Швеция
6551;Oil & Gas Systems Scandinavian AB, Швеция
6552;ТЕХНОЛОГИИ НЕФТЕГАЗОВЫХ СИСТЕМ
6553;ИнСАТ
